name,detail_url,listing_address,listing_languages,map_url,listing_website,services,regular_staff_languages,casual_volunteer_languages,reduced_mobility_access,daycare,contact_hours,phone,email,website,address,holiday_period,territory_covered,administrative_region,municipality,source_last_updated
CARI St-Laurent,https://www.quebec.ca/en/immigration/partners/24/cari-st-laurent,"774, boulevard Décarie Montréal (Montréal) H4L 3L5 Tel. : 514 748-2007 Fax : 514 748-2766","Français, Allemand, Anglais, Arabe, Berbère, Mandarin, Créole (Haïtien et Mauricien), Espagnol, Kabyle, Russe, Turc, Wolof, Kirundi, Lingala, Roumain, Ukrainien","https://www.google.com/maps/place/774+Bd+D%C3%A9carie,+Saint-Laurent,+QC+H4L+3L5/@45.5109089,-73.6801941,17z/data=!3m1!4b1!4m5!3m4!1s0x4cc9183f0a9fe6c1:0xd0e1cb8bfe4b280e!8m2!3d45.5109089!4d-73.6780054",https://www.cari.qc.ca,"Accueil, installation, intégration, renseignement et référence | Jumelage interculturel | Intervenant communautaire interculturel (ICI) - Femmes | Espace Parents | Personne ayant demandé l'asile (DA) - Recherche de logement","Français, Allemand, Anglais, Arabe, Berbère, Mandarin, Créole (Haïtien et Mauricien), Espagnol, Kabyle, Russe, Turc, Wolof, Kirundi, Lingala, Roumain, Ukrainien","Amharique, Anglais, Arabe, Azéri (Azerbaïdjanais), Créole (Haïtien), Espagnol, Français, Hona, Kirundi, Mandarin, Persan (Farsi), Pachto , Portugais, Russe, Sawahili, Turc, Tchèque, Urdu, Vietnamien, Wolof, Arménien, Kannada, Italien, Kinyarwanda, Mooré, Peul, Soninké, Tigrigna, Tigré, Yoruba",Yes,Available on site,"Le lundi de 9 h à 12 h, de 12 h 30 à 18 h. Du Mardi au vendredi de 9 h à 12 h, de 12 h 30 à 16 h 30 à 17 h. Le samedi de 9 h à 15 h.",514-748-2007,carist@cari.qc.ca,http://www.cari.qc.ca,"774, boulevard Décarie Montréal (Québec) H4L 3L5 Voir sur la carte",Bureau fermé 2 semaines durant la période des fêtes; mais reste ouvert deux fois par semaine pour offrir des services,"Montréal, principalement l’arrondissement de St-Laurent",Montréal,Montréal,"June 10, 2025"
Carrefour d'Aide aux Nouveaux Arrivants,https://www.quebec.ca/en/immigration/partners/217/carrefour-daide-aux-nouveaux-arrivants,880 Boul Henri-Bourassa E Montréal (Montréal) H2C 2J1 Tel. : 514 382-0735 Fax : 514 382-5232,"Français, Anglais, Espagnol, Arabe, Polonais, Portugais","https://www.google.com/maps/place/880+Boul+Henri-Bourassa+E,+Montr%C3%A9al,+QC+H2C+2J1/@45.5588075,-73.6689546,471m/data=!3m2!1e3!4b1!4m6!3m5!1s0x4cc918baab098419:0x26efd90f8ca8d731!8m2!3d45.5588075!4d-73.6663797!16s%2Fg%2F11q2nczn3h?entry=ttu&g_ep=EgoyMDI1MDkyMy4wIKXMDSoASAFQAw%3D%3D",https://www.Canamtl.com,"Accueil, installation, intégration, renseignement et référence | Personne ayant demandé l'asile (DA) - Recherche de logement | Jumelage interculturel","Français, Anglais, Espagnol, Arabe, Polonais, Portugais","Bangali, Punjabi, Hindi",Yes,Available on site,Du lundi au vendredi de 9 h à 12 h et de 13 h à 16 h 30.,514-382-0735,direction@cana-montreal.org,http://www.Canamtl.com,880 Boul Henri-Bourassa E Montréal (Québec) H2C 2J1 Voir sur la carte,Bureau fermé 10 jours ouvrables durant la période de Noël et du jour de l'An,Ahuntsic (principalement); Bordeau-Cartierville; Montréal-Nord,Montréal,Montréal,"June 10, 2025"
Carrefour d'Aide aux Nouveaux Arrivants (Ahuntsic),https://www.quebec.ca/en/immigration/partners/26/carrefour-daide-aux-nouveaux-arrivants-ahuntsic,"10780, rue Laverdure Montréal (Montréal) H3L 2L9 Tel. : 514 382-0735 Fax : 514 382-5232","Français, Anglais, Espagnol, Arabe, Polonais, Portugais","http://maps.google.ca/maps?q=10780, rue Laverdure Montréal, Québec H3L2L9",https://www.Canamtl.com,Jumelage interculturel,"Français, Anglais, Espagnol, Arabe, Polonais, Portugais","Bangali, Punjabi, Hindi",No,Available on site,Du lundi au vendredi de 9 h à 12 h et de 13 h à 16 h 30.,514-382-0735,direction@cana-montreal.org,http://www.Canamtl.com,"10780, rue Laverdure Montréal (Québec) H3L 2L9 Voir sur la carte",Bureau fermé 2 semaines durant la période de Noël et du jour de l'An,Ahuntsic (principalement); Bordeau-Cartierville; Montréal-Nord,Montréal,Montréal,"June 10, 2025"
Carrefour d'Intercultures de Laval,https://www.quebec.ca/en/immigration/partners/27/carrefour-dintercultures-de-laval,"226-1536, boulevard Curé-Labelle Laval (Laval) H7V 2W2 Tel. : 450 686-0554 Fax : 450 686-2809","Français, Anglais, Espagnol, Arabe, Dari, Arménien, Italien, Créole, Turc, Grec","http://maps.google.ca/maps?q=1536, boulevard Curé-Labelle Local 226 Laval, Québec H7V2W2",https://www.carrefourintercultures.com,"Accueil, installation, intégration, renseignement et référence | Jumelage interculturel | Installation et accompagnement des personnes réfugiées prises en charge par l'État | Personne ayant demandé l'asile (DA) - Recherche de logement | Intervenant communautaire interculturel (ICI) Santé-Scolaire-Petite enfance-Jeunesse | Espace Parents | Séances d'information pour les DA","Français, Anglais, Espagnol, Arabe, Dari, Arménien, Italien, Créole, Turc, Grec","Français, Anglais, Swahili, Lingala, Arabe, Kinyarwanda, Malinké, Sango, Népalais, Russe",,,Du lundi au vendredi de 8 h 30 à 12 h de 13 h à 17 h et le samedi de 9 h à 12 h et de 13 h à 16 h.,450-686-0554,info@carrefourintercultures.com,http://www.carrefourintercultures.com,"226-1536, boulevard Curé-Labelle Laval (Québec) H7V 2W2 Voir sur la carte",Services offerts toute l'année,Laval,Laval,Laval,"June 10, 2025"
Carrefour de la Vallée-de-l’Or (Anciennement : Carrefour jeunesse Emploi d'Abitibi-Est) (Malartic),https://www.quebec.ca/en/immigration/partners/33/carrefour-de-la-vallee-de-lor-anciennement-carrefour-jeunesse-emploi-dabitibi-est-malartic,"550, 4e avenue Malartic (Abitibi-Témiscamingue) J0Y 1Z0 Tel. : 819 825-5627",Français uniquement,"https://www.google.com/maps/place/550+Quatrieme+Ave,+Malartic,+QC+J0Y+1Z0/@48.1412604,-78.1230651,17z/data=!3m1!4b1!4m5!3m4!1s0x4d20ad784a4fc9cf:0xba36acc68fada06a!8m2!3d48.1412604!4d-78.1208764",https://www.cjeae.qc.ca,"Accueil, installation, intégration, renseignement et référence | Régionalisation/établissement hors Montréal",Français uniquement,Français uniquement,,,Du lundi au vendredi de 8 h 30 à 12 h et de 13 h à 16 h 30.,819-825-5627,info@cjeae.qc.ca,http://www.cjeae.qc.ca,"550, 4e avenue Malartic (Québec) J0Y 1Z0 Voir sur la carte",Services offerts toute l'année,Les municipalités de la MRC de la Vallée de l'Or — Val-d'OrMalartic,Abitibi-Témiscamingue,Malartic,"June 10, 2025"
Carrefour de la Vallée-de-l’Or (Anciennement : Carrefour jeunesse Emploi d'Abitibi-Est) (Senneterre),https://www.quebec.ca/en/immigration/partners/34/carrefour-de-la-vallee-de-lor-anciennement-carrefour-jeunesse-emploi-dabitibi-est-senneterre,"250, 4e Rue ouest Senneterre (Abitibi-Témiscamingue) J0Y 2M0 Tel. : 819 825-5627",Français uniquement,"https://www.google.com/maps/place/250+4e+Rue+O,+Amos,+QC+J9T+4C5/@48.5690747,-78.1278325,17z/data=!3m1!4b1!4m5!3m4!1s0x4d209292b6111b4d:0xd67da02bca919517!8m2!3d48.5690747!4d-78.1256438",https://www.cjeae.qc.ca,"Accueil, installation, intégration, renseignement et référence | Régionalisation/établissement hors Montréal",Français uniquement,Français uniquement,,,Du lundi au vendredi de 8 h 30 à 12 h et de 13 h à 16 h 30.,819-825-5627,senneterre@cjeae.qc.ca,http://www.cjeae.qc.ca,"250, 4e Rue ouest Senneterre (Québec) J0Y 2M0 Voir sur la carte",Services offerts toute l'année,Les municipalités de la MRC de la Vallée de l'Or — Senneterre,Abitibi-Témiscamingue,Senneterre,"June 10, 2025"
Carrefour de la Vallée-de-l’Or (Anciennement : Carrefour jeunesse Emploi d'Abitibi-Est) (Val D'or),https://www.quebec.ca/en/immigration/partners/32/carrefour-de-la-vallee-de-lor-anciennement-carrefour-jeunesse-emploi-dabitibi-est-val-dor,"1100, 3e Avenue Ouest Val-d'Or (Abitibi-Témiscamingue) J9P 1T6 Tel. : 819 825-5627",Français uniquement,https://maps.app.goo.gl/AGxNZvK5ZcAYe6CLA,https://www.cjeae.qc.ca,"Accueil, installation, intégration, renseignement et référence | Régionalisation/établissement hors Montréal | Session Objectif intégration",Français uniquement,Français uniquement,Yes,,Du lundi au vendredi de 8 h 30 à 12 h et de 13 h à 16 h 30.,819-825-5627,info@cjeae.qc.ca,http://www.cjeae.qc.ca,"1100, 3e Avenue Ouest Val-d'Or (Québec) J9P 1T6 Voir sur la carte",Services offerts toute l'année,"MRC de la Vallée de l'Or: Val-d'Or, Malartic et Senneterre",Abitibi-Témiscamingue,Val-d'Or,"June 10, 2025"
Carrefour Emploi des Collines,https://www.quebec.ca/en/immigration/partners/162/carrefour-emploi-des-collines,"1694, Montée de la Source, Cantley (Outaouais) J8V3H6 Tel. : 819 457-4480 Fax : 819 457-2141","Français, Anglais, Espagnol, Persan, Dari, Farsi","https://www.google.com/maps/place/1694+Mnt+de+la+Source,+Cantley,+QC+J8V+3H6/@45.6228091,-75.8031469,771m/data=!3m2!1e3!4b1!4m6!3m5!1s0x4cd1e08751094c1f:0xe68b1d3ba5c80427!8m2!3d45.6228091!4d-75.800572!16s%2Fg%2F11csfwjy27?entry=ttu&g_ep=EgoyMDI1MTAwNC4wIKXMDSoASAFQAw%3D%3D",https://www.toncec.ca/,"Accueil, installation, intégration, renseignement et référence","Français, Anglais, Espagnol, Persan, Dari, Farsi","Français, Anglais, Arabe",Yes,,Du lundi au vendredi de 8 h 30 à 12 h et de 12 h 30 à 16 h. Le mercredi entre 16 h à 20 h.,819-457-4480,info@toncec.ca,http://www.toncec.ca/,"1694, Montée de la Source, Cantley (Québec) J8V3H6 Voir sur la carte",Bureau fermé du 25 décembre au 2 janvier inclusivement.,"Les municipalités de la MRC des Collines de l'Outaouais (Ange-Gardien, Val-des-Monts, Cantley, Chelsea et La Pêche)",Outaouais,Cantley,"June 10, 2025"
Carrefour Emploi Haut St-Maurice,https://www.quebec.ca/en/immigration/partners/30/carrefour-emploi-haut-st-maurice,"545, rue Saint-Antoine La Tuque (Mauricie) G9X 2Y5 Tel. : 819 523-9274 Fax : 819 523-9301","Français, Anglais, Espagnol","https://www.google.com/maps/place/545+Rue+Saint+Antoine,+La+Tuque,+QC+G9X+2Y6/@47.4397028,-72.7862748,17z/data=!3m1!4b1!4m5!3m4!1s0x4cc15291273f838b:0xc61a02deda6a3b67!8m2!3d47.4396992!4d-72.7840861",https://www.moncarrefouremploi.ca,"Accueil, installation, intégration, renseignement et référence | Jumelage interculturel","Français, Anglais, Espagnol","Français, Anglais",Yes,,"Du lundi au vendredi, de 8 h 30 à 12 h et de 13 h à 17 h.",819-523-9274,info@carrefouremploi.ca,http://www.moncarrefouremploi.ca,"545, rue Saint-Antoine La Tuque (Québec) G9X 2Y5 Voir sur la carte",Bureau fermé 2 semaines durant la période de Noël et du jour de l'An,MRC du Haut Saint-Maurice; Agglomération de la Ville de La Tuque,Mauricie,La Tuque,"June 10, 2025"
Carrefour Emploi Lotbinière,https://www.quebec.ca/en/immigration/partners/31/carrefour-emploi-lotbiniere,"101-1159, rue Principale Saint-Agapit (Chaudière-Appalaches) G0S 1Z0 Tel. : 418 888-8855 Fax : 418 888-8865","Français, Anglais, Espagnol","http://maps.google.ca/maps?q=1159, rue Principale, bureau 101, Saint-Agapit (Québec) Saint-Agapit, Québec G0S1Z0",https://www.cjelotbiniere.qc.ca,"Accueil, installation, intégration, renseignement et référence | Régionalisation/établissement hors Montréal | Jumelage interculturel | Espace Parents | Personne ayant demandé l'asile (DA) - Recherche de logement","Français, Anglais, Espagnol","Français, Anglais, Espagnol",Yes,,Du lundi au vendredi de 8 h 30 à 16 h 30 et mercredi de 16 h 30 à 20 h.,418-888-8855,info@carrefouremploilotbiniere.com,http://www.cjelotbiniere.qc.ca,"101-1159, rue Principale Saint-Agapit (Québec) G0S 1Z0 Voir sur la carte",Bureau fermé 2 semaines durant la période de Noël et du jour de l'An,Les municipalités de la MRC de Lotbinière,Chaudière-Appalaches,Saint-Agapit,"June 10, 2025"
Carrefour Jenesse-Emploi Memphrémagog,https://www.quebec.ca/en/immigration/partners/190/carrefour-jenesse-emploi-memphremagog,95 rue Jean-Paul II Magog (Estrie) J1X 1E4 Tel. : 819 843-3007,"Français, Anglais","https://www.google.com/maps/place/95+Rue+Jean-Paul+II,+Magog,+QC+J1X+1E4/@45.2729649,-72.1422458,947m/data=!3m2!1e3!4b1!4m6!3m5!1s0x4cb637e8fa7eaaab:0x8767b73d4bf59dbe!8m2!3d45.2729649!4d-72.1396709!16s%2Fg%2F11r_h3k6b8?entry=ttu&g_ep=EgoyMDI1MDkyNC4wIKXMDSoASAFQAw%3D%3D",https://www.cjemm.com/,"Accueil, installation, intégration, renseignement et référence | Régionalisation/établissement hors Montréal","Français, Anglais",ND (pas de bénévoles ni personnel occasionnel),Yes,,"Du lundi au jeudi de 8 h à 12 h et de 12 h 45 à 16 h 30, et vendredi de 8 h à 12 h.",819-843-3007,info@cjemm.com,https://www.cjemm.com/,95 rue Jean-Paul II Magog (Québec) J1X 1E4 Voir sur la carte,Services offerts toute l'année,Les municipalités de la MRC de Memphrémagog,Estrie,Magog,"June 10, 2025"
Carrefour Jeunesse Emploi D'Abitibi-Ouest,https://www.quebec.ca/en/immigration/partners/35/carrefour-jeunesse-emploi-dabitibi-ouest,"299, rue Principale La Sarre (Abitibi-Témiscamingue) J9Z 1Z1 Tel. : 819 333-1110 Fax : 819 333-1050","Français, Anglais","http://maps.google.ca/maps?q=299, rue Principale La Sarre, Québec J9Z1Z1",https://www.cjeao.qc.ca,"Accueil, installation, intégration, renseignement et référence | Régionalisation/établissement hors Montréal | Session Objectif intégration | Jumelage interculturel","Français, Anglais","Français, Anglais, Espagnol",Yes,,"Le lundi, mercredi, jeudi de 8 h 30 à 12 h et de 13 h à 16 h 30 et le mardi de 8 h 30 à 12 h, de 13 h à 17 h et de 18 h à 21 h.",819-333-1110,Info@cjeao.qc.ca,http://www.cjeao.qc.ca,"299, rue Principale La Sarre (Québec) J9Z 1Z1 Voir sur la carte",Bureau fermé 2 semaines durant la période de Noël et du jour de l'An et 2 semaines pendant les vacances de la construction,Les municipalités de la MRC d'Abitibi-Ouest,Abitibi-Témiscamingue,La Sarre,"June 10, 2025"
Carrefour Jeunesse Emploi de la Haute-Côte-Nord (CJEHCN) (Forestville),https://www.quebec.ca/en/immigration/partners/37/carrefour-jeunesse-emploi-de-la-haute-cote-nord-cjehcn-forestville,"31, route 138 Forestville (Côte-Nord) G0T 1E0 Tel. : 581 324-1110, Ext. 1","Français, Anglais","https://www.google.com/maps/place/31+QC-138,+Forestville,+QC+G0T+1E0,+Canada/@48.737198,-69.088935,16z/data=!4m5!3m4!1s0x4c95aca11f8e0efd:0xbcecbb3c837c7c9!8m2!3d48.737198!4d-69.0889347?hl=fr-CA",https://www.cjehcn.qc.ca,"Accueil, installation, intégration, renseignement et référence | Régionalisation/établissement hors Montréal | Personne ayant demandé l'asile (DA) - Recherche de logement","Français, Anglais",Français uniquement,,,Du lundi au jeudi de 8 h 30 à 12 h et de 13 h à 16 h 30 et vendredi de 8 h 30 à 12 h.,581-324-1110,cje@cjehcn.qc.ca,http://www.cjehcn.qc.ca,"31, route 138 Forestville (Québec) G0T 1E0 Voir sur la carte",Bureau fermé 2 semaines durant la période de Noël et du jour de l'An,Les municipalités de la MRC de la Haute-Côte-Nord,Côte-Nord,Forestville,"June 10, 2025"
Carrefour Jeunesse Emploi de la Haute-Côte-Nord (CJEHCN) (Les Bergeronnes),https://www.quebec.ca/en/immigration/partners/36/carrefour-jeunesse-emploi-de-la-haute-cote-nord-cjehcn-les-bergeronnes,"427, rue de la Mer, 2e étage Les Bergeronnes (Côte-Nord) G0T 1G0 Tel. : 581 324-1110 Fax : 518 324-1100","Français, Anglais","https://www.google.com/maps/place/427+Rue+de+la+Mer,+Grandes-Bergeronnes,+QC+G0T+1G0,+Canada/@48.24256,-69.544968,16z/data=!4m5!3m4!1s0x4c95819af6e0102b:0x85ace417f8b84d4b!8m2!3d48.24256!4d-69.544968?hl=fr-CA",https://www.cjehcn.qc.ca,"Accueil, installation, intégration, renseignement et référence | Régionalisation/établissement hors Montréal | Personne ayant demandé l'asile (DA) - Recherche de logement","Français, Anglais","Français, Anglais",,,Du lundi au jeudi de 8 h 30 à 12 h et de 13 h à 16 h 30 et vendredi de 8 h 30 à 12 h.,581-324-1110,cje@cjehcn.qc.ca,http://www.cjehcn.qc.ca,"427, rue de la Mer, 2e étage Les Bergeronnes (Québec) G0T 1G0 Voir sur la carte",Bureau fermé 2 semaines durant la période de Noël et du jour de l'An,Les municipalités de la MRC de la Haute-Côte-Nord,Côte-Nord,Les Bergeronnes,"June 10, 2025"
Carrefour Jeunesse Emploi de la MRC de L'Islet (L'Islet),https://www.quebec.ca/en/immigration/partners/29/carrefour-jeunesse-emploi-de-la-mrc-de-lislet-lislet,"250, boulevard Nilus-Leclerc L'Islet (Chaudière-Appalaches) G0R 2B0 Tel. : 418 247-7335 Fax : 418 247-7342","Français, Anglais, Espagnol",https://www.google.com/search?q=250%2C+boul+Nilus-Leclerc+L%27Ilet&rlz=1C1GCEA_enCA885CA885&oq=250&aqs=chrome.0.69i59j69i57j0i512l8.4973j0j15&sourceid=chrome&ie=UTF-8,https://www.cjelislet.qc.ca,"Accueil, installation, intégration, renseignement et référence","Français, Anglais, Espagnol","Français, Anglais",,,"Du lundi au jeudi de 8 h 30 à 12 h et de 13 h à 16 h 30, vendredi de 8 h 30 à 12 h.",418-247-7335,cjel@cjelislet.qc.ca,https://www.google.com/search?q=250%2C+boul+Nilus-Leclerc+L%27Ilet&rlz=1C1GCEA_enCA885CA885&oq=250&aqs=chrome.0.69i59j69i57j0i512l8.4973j0j15&sourceid=chrome&ie=UTF-8,"250, boulevard Nilus-Leclerc L'Islet (Québec) G0R 2B0 Voir sur la carte",Bureau fermé 2 semaines durant la période de Noël et du jour de l'An,Les municipalités de la MRC de L'Islet,Chaudière-Appalaches,L'Islet,"June 10, 2025"
Carrefour Jeunesse Emploi de la MRC de L'islet (Tourville),https://www.quebec.ca/en/immigration/partners/28/carrefour-jeunesse-emploi-de-la-mrc-de-lislet-tourville,"962, rue Des Trembles Tourville (Chaudière-Appalaches) G0R 4M0 Tel. : 418 359-3730 Fax : 418 359-3717","Français, Anglais, Espagnol","https://www.google.com/maps/place/962+Rue+des+Trembles,+Tourville,+QC+G0R+4M0/@47.0948889,-69.9856768,458m/data=!3m2!1e3!4b1!4m6!3m5!1s0x4cbec80d7e3c57b9:0x778c7fee610ea7b3!8m2!3d47.0948889!4d-69.9831019!16s%2Fg%2F11fqbt3sjh?entry=ttu&g_ep=EgoyMDI1MDkyMy4wIKXMDSoASAFQAw%3D%3D",https://www.cjelislet.qc.ca,"Accueil, installation, intégration, renseignement et référence","Français, Anglais, Espagnol","Français, Anglais",Yes,,Du lundi au jeudi de 8 h 30 à 12 h et de 13 h à 16 h 30 et le vendredi de 8 h 30 à 12 h.,418-359-3730,cjel@cjelislet.qc.ca,http://www.cjelislet.qc.ca,"962, rue Des Trembles Tourville (Québec) G0R 4M0 Voir sur la carte",Bureau fermé 2 semaines durant la période de Noël et du jour de l'An,Les municipalités de la MRC de L'Islet,Chaudière-Appalaches,Tourville,"June 10, 2025"
Carrefour Jeunesse Emploi de la Vallée-De-La-Gatineau (Gracefield),https://www.quebec.ca/en/immigration/partners/39/carrefour-jeunesse-emploi-de-la-vallee-de-la-gatineau-gracefield,"27, rue Principale Sud Gracefield Gracefield (Outaouais) J0X 1W0 Tel. : 820 441-1165","Français, Anglais","https://www.google.ca/maps/place/27+Rue+Principale,+Gracefield,+QC+J0X+1W0/@46.0936101,-76.0543229,17z/data=!3m1!4b1!4m5!3m4!1s0x4cd04f23196d1771:0xebe83e76bf50e3cd!8m2!3d46.0936064!4d-76.0521342",https://www.cjevg.qc.ca,"Accueil, installation, intégration, renseignement et référence | Jumelage interculturel","Français, Anglais","Français, Anglais",,,"Les lundi, mardi, jeudi et vendredi de 8 h à 12 h et de 13 h à 16 h et le mercredi de 8 h à 12 h et de 13 h à 19 h.",820-441-1165,info@cjevg.qc.ca,http://www.cjevg.qc.ca,"27, rue Principale Sud Gracefield Gracefield (Québec) J0X 1W0 Voir sur la carte",Bureau fermé pendant la période des fêtes,Aumond; Maniwaki; Egan Sud; Kazabazua; Cayamant; Gracefield; Blue Sea; Messines; Grand-Remous; Lac-Ste-Marie; Déléage; Low; Bois-Franc; Moncerf; Lytton; Denholm; Bouchette; Sainte-Thérèse-de-la-Gatineau,Outaouais,Gracefield,"June 10, 2025"
